JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Female,22,38000,United Kingdom,Full time employee,3,Bachelors (4 years),Yes,,No,"Manual tasks, Projects","Microsoft SQL Server, R"
Data Engineer,Male,21,38000,United States,Full time employee,0,Bachelors (4 years),Yes,,Yes,"Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,37100,United Kingdom,Full time employee,4,Associates (2 years),No,,No,"Build scripts & automation tools, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Female,23,37000,United Kingdom,Full time employee,3,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,25,36500,United Kingdom,Full time employee,5,None (no degree completed),,Private company,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Male,31,36000,Mexico,Full time employee,9,Masters,Yes,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
Architect,Male,32,36000,Poland,Full time employee,10,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Manager,Male,25,36000,United States,Full time employee,5,Associates (2 years),Yes,,Yes,,"Microsoft SQL Server, R"
Architect,Male,25,36000,Vietnam,Full time employee,5,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,21,35800,United States,Full time employee,1,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,23,35407,United Kingdom,Full time employee,2,Associates (2 years),No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management","Microsoft SQL Server, R"
DBA,Male,22,35398,United Kingdom,Full time employee,2,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Male,21,35100,Guatemala,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,26,35000,Croatia,Full time employee,6,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Training/teaching","Microsoft SQL Server, R"
Manager,Male,24,35000,India,Full time employee,2,Masters,No,State/province government,Yes,"Meetings & management, Projects, R&D","Microsoft SQL Server, R"
Architect,Male,23,35000,Philippines,Full time employee,5,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,35000,Romania,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,35000,United States,Full time employee,2,Associates (2 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Male,23,34000,Australia,Part time employment,2,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, R"
Data Engineer,Male,36,34000,United Kingdom,Full time employee,16,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Male,22,33500,United Kingdom,Full time employee,2,Bachelors (4 years),Yes,,No,,"Microsoft SQL Server, R"
DBA,Male,22,33500,United Kingdom,Full time employee,4,Bachelors (4 years),Yes,,No,,"Microsoft SQL Server, R"
DBA,Male,22,32000,Brazil,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,22,32000,United States,Full time employee,4,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,22,31650,United Kingdom,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,31000,Argentina,Full time employee,5,None (no degree completed),,,Yes,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,31000,Hungary,Full time employee,5,Bachelors (4 years),Yes,,Yes,On-call as part of a rotation,"Microsoft SQL Server, R"
DBA,Female,22,30415,United Kingdom,Full time employee,2,Bachelors (4 years),Yes,,No,"Meetings & management, On-call as part of a rotation, Training/teaching","Microsoft SQL Server, R"
DBA,Male,24,30000,Brazil,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,36,30000,France,Full time employee,16,Associates (2 years),Yes,,Yes,"On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Male,26,30000,Italy,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
Architect,Female,23,30000,Romania,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,23,30000,Spain,Full time employee,3,Masters,Yes,,Yes,"Build scripts & automation tools, Meetings & management, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,29,29000,India,Full time employee,11,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
Data Analyst,Male,21,29000,United Kingdom,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D","Microsoft SQL Server, R"
Data Analyst,Male,20,29000,United Kingdom,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Projects","Microsoft SQL Server, R"
DBA,Male,25,28000,Romania,Full time employee,7,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,27880,India,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, R"
DBA,Female,28,27000,Argentina,"Independent consultant, contractor, freelancer,  or company owner",8,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Training/teaching","Microsoft SQL Server, R"
DBA,Female,22,27000,Mexico,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,18,26500,Portugal,Full time employee,0,Bachelors (4 years),Yes,,No,"Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, R"
DBA,Male,21,26400,Finland,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, R"
DBA,Male,24,25500,Slovenia,Full time employee,6,Bachelors (4 years),Yes,,No,"Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Male,22,25000,Bulgaria,Full time employee,4,None (no degree completed),,,No,,"Microsoft SQL Server, R"
DBA,Male,24,25000,Spain,"Independent consultant, contractor, freelancer,  or company owner",4,Masters,Yes,,Yes,"Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,23,25000,United States,Full time employee,2,Associates (2 years),Yes,Local government,Yes,"On-call as part of a rotation, Training/teaching","Microsoft SQL Server, R"
Developer: T-SQL,Male,22,24800,Czech Republic,Full time employee,1,Associates (2 years),,,No,"Build scripts & automation tools, Manual tasks","Microsoft SQL Server, R"
DBA,Male,21,24000,Romania,Full time employee,3,None (no degree completed),,,Yes,"Manual tasks, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,21,24000,Russia,Full time employee,1,Masters,,,No,"Build scripts & automation tools, R&D","Microsoft SQL Server, R"
Data Analyst,Male,30,23500,Czech Republic,Full time employee,10,Masters,,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation","Microsoft SQL Server, R"
Architect,Male,23,23000,India,Full time employee,3,Masters,Yes,,No,"Build scripts & automation tools, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Male,27,22000,Brazil,Full time employee,9,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, R"
DBA,Male,20,21500,Romania,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Data Engineer,Male,33,21000,Italy,Full time employee,15,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,22,20000,India,Full time employee,4,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Male,20,20000,India,Full time employee,0,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, R&D","Microsoft SQL Server, R"
DBA,Male,21,20000,Mexico,Full time employee,3,Bachelors (4 years),Yes,State/province government,Yes,"Build scripts & automation tools, On-call as part of a rotation, On-call 24/7/365, Training/teaching","Microsoft SQL Server, R"
DBA,Male,25,20000,Portugal,Full time employee,5,Masters,No,,Yes,Build scripts & automation tools,"Microsoft SQL Server, R"
DBA,Male,23,20000,Russia,Full time employee,3,Masters,Yes,,Yes,"Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,22,20000,Thailand,Full time employee,4,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,24,19600,Portugal,Full time employee,6,None (no degree completed),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
DBA,Male,21,19085,India,Full time employee,3,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R"
DBA,Male,20,18352,Mexico,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R"
DBA,Male,22,18000,Brazil,Full time employee,1,Associates (2 years),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation","Microsoft SQL Server, R"
DBA,Male,23,17667,Poland,Full time employee,3,Masters,No,,Yes,"Manual tasks, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Male,22,17500,Hungary,Full time employee,4,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, R"
DBA,Male,25,17333,Uruguay,Full time employee,7,Bachelors (4 years),Yes,,No,Manual tasks,"Microsoft SQL Server, R"
DBA,Male,23,16380,Pakistan,Full time employee,3,Masters,Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, R"
Developer: T-SQL,Male,30,16000,India,Full time employee,12,Bachelors (4 years),No,,Yes,Projects,"Microsoft SQL Server, R"
DBA,Male,20,16000,Slovenia,Full time employee,2,None (no degree completed),No,,Yes,"Manual tasks, On-call 24/7/365","Microsoft SQL Server, R"
DBA,Male,20,15000,India,Full time employee,2,Bachelors (4 years),Yes,,Yes,,"Microsoft SQL Server, R"
DBA,Male,22,15000,Moldova,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365, R&D","Microsoft SQL Server, R"
"Developer: App code (C#, JS, etc)",Male,45,160000,United States,Full time employee,25,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D","Microsoft SQL Server, R, C#, JS, .NET"
"Developer: App code (C#, JS, etc)",Male,21,155000,United States,Full time employee,1,Bachelors (4 years),Yes,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, R, C#, JS, .NET"
"Developer: App code (C#, JS, etc)",Male,36,140000,United States,Full time employee,18,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, R&D","Microsoft SQL Server, R, C#, JS, .NET"
"Developer: App code (C#, JS, etc)",Female,56,140000,United States,"Independent consultant, contractor, freelancer,  or company owner",35,None (no degree completed),,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, R, C#, JS, .NET"
"Developer: App code (C#, JS, etc)",Male,50,138000,United States,Full time employee,32,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, R, C#, JS, .NET"
"Developer: App code (C#, JS, etc)",Male,47,135000,United States,Full time employee,29,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D","Microsoft SQL Server, R, C#, JS, .NET"
